Title,Summary,Cosine Similarity
Kimberly Ryder Jawab Pengakuan Suami Susah Rujuk karena Hadapi Wanita-wanita,"Kimberly Ryder mengklarifikasi tuduhan adanya intervensi atau campur tangan keluarga sehingga Edward Akbar sulit rujuk dengannya. Edward Akbar mengatakan alasan dirinya susah rujuk. Kimberly Ryder mengatakan sudah menjawab langsung pada Edward Akbar dan menegaskan tidak ada keluarganya yang ikut campur. Gugat cerai diakui Kimberly Ryder adalah murni keinginannya. "" I can take my own decision,"" tegas Kimberly Ryder. Edward Akbar usai menjalani sidang cerai mengatakan masih mau mempertahankan rumah tangganya. Ya jadi kalau memang mau mempertahankan untuk rujuk dan tidak ada intervensi dari hal-hal yang lain, insyaallah ada hal baik,"" kata Edward Akbar. Kebenaran insyaallah akan terungkap kok, pasti pada waktunya. Kan ini saya sekarang berhadapannya dengan wanita-wanita ya. Saya kan dinikahkan sama ayahnya, sama walinya, jadi ya itu saja.",0.65100807
"Nita Vior Kerap Dianggap Bocah Kosong, Vincent Kosasih Membela","Selebgram Nita Vior kerap dianggap sebagai bocah kosong. Hal itu bisa dibuktikannya dengan pacarnya yang suka mendapat pekerjaan di YouTube. "" Ia diketahui beberapa waktu lalu sudah melamar Vior. "" Vincent menyebut menjalin hubungan dengan Nita Vior penuh adaptasi. Ia baru kali ini punya pacar bucin banget. "" Vincent Kosasih tapi suka sebal kalau berbincang dengan Vior. Jadi gue sudah ngerti maksud pikirannya,"" ujar Vincent. "" Tiap obrolan kita sebenarnya nggak nyambung, cuma karena sudah keseringan, dia sudah ngerti harus jelasinnya gimana, mulanya gimana,"" pungkas Nita Vior.",0.91533214
Annisa Pohan Dukung Pesona Ulos Untuk Pelestarian Budaya Indonesia,"Indonesia kaya akan budaya, salah satunya kain tradisional Ulos. Kegiatan itu dikreasikan organisasi non-provit Ladies International Program. Digelar di Gedung Museum Bank Indonesia, Jakarta, Selasa 13 Agustus lalu, kelompok yang diisi oleh Annisa Pohan itu ingin mengenalkan pesona kecantikan Ulos, yang sama cantiknya dengan berbagai macam kain tradisional di Indonesia. "" Para duta besar dari negara-negara lain juga tampak hadir, seperti Malaysia, Bulgaria, Meksiko, Iran, Inggris, dan Brasil. Harapannya, setelah kegiatan ini khususnya masyarakat Indonesia bangga menggunakan Ulos sebagai salah satu karya anak bangsa. Annisa juga berbincang bersama Torang Situros, desainer yang telah berkecimpung dalam pelestarian Ulos selama lebih dari 20 tahun. Istri Agus Harimurti Yudhoyono itu ingin kain Ulos bisa dilestarikan dan berkembang. "" Yulie Nasution meyakinkan kain tradisional bisa dipadupadankan dengan pakaian kekinian. "" Sehingga, ibu-ibu terutama mereka yang masih berusia milenial, bisa paham betul seluk-beluk Ulos dan tak ragu untuk mengenakan, serta memperkenalkannya di event lainnya. Tapi ini untuk memberikan pengetahuan tentang kekayaan bangsa kita sendiri, yang belum tentu semua orang tahu,"" pungkasnya.",0.15248421
"Rebecca Reijman Rintis Bisnis Butik Online, Hasilnya Menggiurkan!","Artis Rebecca Reijman tengah merintis bisnis butik online. Pelantun Maafkan Aku itu mengatakan baru dua bulan belakangan usaha yang bernama Modest Mayhem itu berjalan. Awalnya pengin coba pengalaman baru aja, karena kan menyanyi dan akting sudah pernah coba. Tapi setelah berjalan, ternyata mengasyikkan dan hasilnya pun menggiurkan. Sebenarnya saat remaja, aku pernah belajar juga dari papaku yang tahu soal fashion. Makanya saat ini ilmunya aku jalankan di bisnis ini,"" tuturnya. Lebih lanjut, bintang film Bajaj Bajuri itu mengungkapkan bahan yang digunakan saat memproduksi pakaian dari berbagai macam, mulai dari premium satin, silk, sutra, katun, polyester, rayon, dan lainnya. Yang paling murah kita jual kisaran Rp 18 ribu lagi promo dan yang paling mahal handemade Rp 400 ribuan, jadi nggak tinggi harganya dan terjangkau,"" katanya. Ditanya soal pilihan antara menyanyi dan bisnis, ia mengaku keduanya akan dijalani secara bersamaan. """,0.44943708
Ini Alasan Tengku Dewi Buka Blokir Andrew Andika Sebelum Melahirkan,"Tengku Dewi dan Andrew Andika saat ini dalam proses perceraian. Diakui Tengku Dewi sebelum melahirkan anak keduanya, ia memang membuka blokir pesan singkatnya ke Andrew Andika. Tapi ternyata hati kecil Tengku Dewi tidak bisa dibohongi kalau ia ingin anak keduanya mendapatkan hak yang sama dari ayahnya. ""Aku mau anak aku semuanya diazanin sama papanya. Andrew Andika langsung datang ke rumah sakit yang disebutkan Tengku Dewi. Akhirnya dia mengazankan anaknya tapi di ruangan berbeda karena aku nggak mau lihat dia dulu,"" katanya lagi. Tengku Dewi juga mengatakan saat ini tidak mau memikirkan soal perceraiannya. Ia mau fokus untuk kesehatan anak keduanya itu. "" Mungkin hikmah dari ditundanya perceraian aku karena aku hamil ini ada hikmahnya juga.",0.8163562
Faisal Kirim Konten Jangan Ya Dek ke Tim Atta Halilintar tapi Tak Berbalas,"Atta Halilintar pernah membuat konten Jangan Ya Dek beberapa waktu lalu. Tapi konten tersebut dianggap netizen menyindir Fuji. Tapi ya nggak dibalas ya sudah,"" ungkap Faisal, Kamis 15 Agustus 2024. Faisal sendiri tidak menuding Atta Halilintar menyindir Fuji. Kita juga tidak meyakini kalau itu dibuat (untuk menyindir Fuji) seperti itu,"" jelasnya lagi. Faisal sendiri menyebut Atta Halilintar tahu persis Fuji memang dulu pernah berhubungan dengan Thariq. Faisal menambahkan meski hanya konten sepertinya waktunya kurang pas untuk Atta Halilintar memposting hal tersebut. ""Pacaran lama tapi nggak dikenalin sama keluarga?",0.90095615
Respons Sarwendah Dibilang Hasil Oplasnya Gagal,"Artis Sarwendah sudah dua bulan setelah selesai menjalani operasi kecantikan di Korea. Wanita yang tengah proses cerai dari Ruben Onsu itu merespons ucapan menyakitkan mereka. Sarwendah ogah memusingkan ucapan netizen. Ini setelah 52 hari lebih saja sudah bisa nyari duit, daripada yang ngatain nggak bisa nyari duit, ya ngapain,"" tuturnya. Selain untuk mempercantik, ia mengaku ingin membahagiakan diri. Jadi selama keluarga aku nggak kenapa-kenapa, ya kenapa nggak,"" katanya. Ia melakukan hal itu setelah kerap dibilang seperti panda saat live di media sosial. "" Bingung juga dengerin netizen salah, dibilang matanya kayak panda, pas live kayak sayu, padahal mataku tuh memang sudah turun saja dan celong. Di sini lemak dipindahin ke muka, otomatis ada proses bengkaknya. Ibunda Thalia Putri Onsu itu juga menjelaskan alasan tak diam-diam saat menjalani operasi. Ia bahkan menunjukkan wajah bengkaknya sehari setelah tindakan tersebut. """,0.47028485
Festival Akbar Pemberdayaan Perempuan Renjana Cita Srikandi Bertabur Bintang,"Setelah sukses digelar di Jakarta, Festival Akbar Pemberdayaan Perempuan Renjana Cita Srikandi akan melanjutkan roadshow-nya ke berbagai kota besar di Indonesia seperti Pekanbaru, Medan, Bandung, Makassar. Dengan mengusung tema Energizing You, Elevating Each Other, acara ini bertujuan untuk memberdayakan perempuan Indonesia dengan meningkatkan kompetensi dan mendorong kolaborasi antar perempuan. Renjana Cita Srikandi mengusung tiga unsur penting: Karsa, Kriya, dan Karya. ""Kami turut memberikan dukungan penuh terhadap event Renjana Cita Srikandi dalam upaya meningkatkan kompetensi perempuan. Saya sangat berharap kegiatan ini dapat menggedor potensi masyarakat, khususnya para perempuan Provinsi Riau."" ucap Ketua TP-PKK Riau, Adrias Harianto dalam keterangan pers, Jumat 16 Agustus 2024. Kegiatan ini juga akan melibatkan partisipasi para talenta dan tokoh perempuan lokal untuk bergabung bersama Renjana Cita Srikandi, seperti diantaranya ada pebisnis hebat bernama Tia Juwita, social media influencer Cut Aliza Syakila, yang akan membagikan pengalaman inspiratifnya, juga sederet tokoh perempuan asal Provinsi Riau bertalenta lainnya. "" Dan pada hari kedua pelaksanaannya, yaitu Sabtu, 24 Agustus 2024, akan juga menjadi malam puncak perayaan Hari Ulang Tahun ke-67 Provinsi Riau yang akan turut dimeriahkan oleh Rizky Febian, Armada, Kunto Aji dan Mario G Klau.",0.17880687
"Kolaborasi Apik: Upacara di Istana Negara IKN, Istana Merdeka Sajikan 'Konser'","Untuk pertama kalinya Perayaan HUT Republik Indonesia digelar di dua kota beda pulau dan perhitungan jam. Perbedaannya tahun ini, pertama kali mengibarkan bendera pusaka Merah Putih dikibarkan di Ibu Kota Nusantara, Kalimantan Timur. Dilihat dari detiknews, hanya 1.300 tamu yang diundang memperingati HUT ke-79 RI di Istana Negara Ibu Kota Nusantara. Jokowi mengatakan semua undangan diatur oleh Kemensetneg. Jangan sampai ada komplain hingga muncul keriuhan di lapangan. "" Yang mengatur itu semuanya dari Kementerian Sekretariat Negara yang itu selalu dihitung detail nginepnya di mana, makan, akomodasi seperti apa. Presiden Joko Widodo bersama Iriana dan didampingi oleh Presiden terpilih periode 2024-2029 Prabowo Subianto menghadiri perayaan HUT ke-79 RI di Istana Negara Ibu Kota Nusantara. Para tamu yang hadir di Istana Merdeka menyaksikan upacara pengibaran benderea merah putih detik-detik proklamasi dan penurunan bendera di IKN melalui videotron. Nggak cuma upacara, para tamu di IKN juga disuguhkan dengan penampilan dari Olivia Pardede, Mawar Eva de Jongh, dan Novia Bachmid yang menyanyikan Puspa Warni dengan diiringi tarian Natana Borneo dengan koreografer Eko Pece asal Solo. Bagaimana dengan suasana di Istana Merdeka, Jakarta Pusat? Para tamu disuguhkan pertunjukan yang tak kalah meriah. Gita Bahana Nusantara juga menyajikan alunan musik dari panggung GBN Jakarta membawakan lagu, Kalimantan, Nusantaraku, Melompat Lebih Tinggi, Elok Indonesiaku, dan Merah Putih. Alunan musik dan ragam tarian Nusantara mengisi setiap waktu menghibur para tamu di Istana Merdeka. HiVi hanya membawakan lagu Satu-satunya dan Semenjak Ada Dirimu. Setelah upacara penurunan bendera selesai, ternyata kemeriahan di Istana Merdeka belum selesai.",0.135777
"Siapa Sih Angela Lee, Terjerat Kasus Tas Mewah Terus?","Nama Angela Lee sedang ramai karena ditangkap polisi karena dugaan kasus tas mewah. Angela merupakan selebgram yang telah memiliki 6,7 juta pengikut di Instagram. Ia punya usaha toko bunga dan produk kesehatan organ intim. Sebelum kehebohan kasus tas mewah, tahun lalu Angela sempat diisukan punya hubungan dengan gembong narkoba Fredy Pratama. Statusnya telah ditingkatkan sebagai tersangka,"" kata Kabid Humas Polda Metro Jaya Kombes Ade Ary Syam Indradi di kantornya, Kamis 15 Agustus 2024. Enam tahun lalu, Angela Lee juga sempat terjerat kasus yang mirip. Ia bahkan kala itu sampai divonis 10 bulan penjara,",0.91767323
"Angela Lee Ditahan Lagi, Pernah Dihukum Kasus Penipuan","Pada 2018, dia juga pernah terjerat kasus penipuan hingga mendekam di penjara. Ternyata selain untuk membeli tas mewah, uang senilai Rp 12,1 miliar itu juga digunakan Angela untuk membeli keperluan pribadinya. Kala itu, Angela Lee dijerat kasus penipuan, penggelapan, dan tindak pidana pencucian uang. Angela Lee dan David ditahan sejak 5 Februari 2018. Polisi memperoleh alat bukti uang investasi milik korban sekaligus pelapor, Santoso, justru dipakai Angela dan suaminya untuk membayar utang, membeli rumah dan mobil. Penahanan Angela dan suaminya dilakukan berdasarkan pertimbangan subjektif dan objektif penyidik, seperti mengantisipasi tersangka menghilangkan atau merusak barang bukti, mengulangi perbuatan, melarikan diri, serta karena ancaman dari pasal yang dikenakan pidana penjara lima tahun atau lebih. Angela Lee diproses di Subdit Jatanras Ditreskrimum Polda Metro Jaya. "" Benar, telah dilakukan penangkapan terhadap seorang public figure berinisial AL,"" kata Ade Ary saat ditanya soal penangkapan Angela Lee, di Polda Metro Jaya, Jakarta, Kamis 15 Agustus 2024.",0.275344
Lepaskan Suaramu Wadahi Bakat Anak Muda di Skena Musik,"Seimbang dari melonjaknya perkembangan industri musik dari sisi penikmat, skena ini juga membawa banyak bakat muda. Keduanya kompak menyediakan wadah audisi bernyanyi bertajuk Lepaskan Suaramu. Hal itu dibuat demi menyalurkan potensi anak muda. "" ""Sehingga mereka bisa berekspresi secara lebih serius di industri musik Indonesia melalui produksi rekaman suara,"" lanjutnya. Hal ini dibuktikan sejak memulai audisi online sebelumnya, ratusan pegiat skena musik di seluruh Indonesia ikut serta. "" Lepaskan Suaramu sendiri diharapkan dapat memfasilitasi bakat bermusik anak muda ke jenjang yang serius. Semoga audisi ini bisa memberi ruang bagi talenta-talenta muda Indonesia untuk bersinar,"" kata Djakawinata. """,0.9049276
"Mas Adam Punya Fanbase, Inul Daratista Percaya Diri Suami Nggak Nakal","Adam Suseno makin tenar menyaingi Inul Daratista. Sampai-sampai Mas Adam sudah punya fanbase. Maksudnya diperas lakinya,"" kata Inul Daratista sambil tertawa saat ditemui di Studio Pagi-pagi Ambyar, Trans Trans TV, Jakarta Selatan, Jumat 16 Agustus 2024. Suami punya fanbase, Inul Daratista mengaku senang. Dianya nurut saja, happy saja,"" sambungnya. Inul yakin dirinya bisa membuat Adam Suseno tak akan berpaling ke perempuan lain. "" Nggak, nggak (takut), Mas Adam tahu dirilah. Dia tahu bininya lebih cantik, lebih pintar cari duit. Istrinya cantik, pintar cari duit, setia, pokoknya paket komplet, plet, plet. Kalau (Adam Suseno) cari lagi (perempuan lain) berarti lakinya nggak benar,"" pungkasnya.",0.5826667
Polisi Periksa Kimberly Ryder soal Laporan Penggelapan Mobil Minggu Depan,"Polisi membeberkan perkembangan laporan aktris Kimberly Ryder soal dugaan penggelapan mobil yang dilakukan oleh suaminya, Edward Akbar. Update penggelapan korbannya saudari KR sampai dengan saat ini sudah lima saksi yang dilakukan pengambilan keterangan oleh satreskrim Polres Metro Jakarta Selatan, antara lain korban, kemudian ibu korban, paman korban, terlapor (suami korban) juga sudah diminta klarifikasinya,"" kata Kabid Humas Polda Metro Jaya, Kombes Pol Ade Ary pada wartawan, Jumat 16 Agustus 2024. Hal itu guna mencocokkan kembali dengan keterangan-keterangan saksi yang sudah diperiksa. "" Selain itu, pemilik pertama mobil BMW juga akan dijadwalkan pemeriksaan pada pekan depan. """,0.8971491
Film Horor Thaghut Siap Hadirkan Teror dan Kesesatan,"Rumah produksi LEO Pictures siap menayangkan film horor terbaru mereka yang berjudul Thaghut. Yasmin Napper sebagai Ainun sekaligus pemeran utama bercerita soal perjuangannya dalam syuting film tersebut. ""Buat aku yang tersulit adalah adegan kerasukan ya,"" kata Yasmin Napper dalam gala premiere di XXI Epicentrum Kuningan Jakarta Selatan, Kamis 15 Agustus 2024. Tiga minggu pastinya ada workshop sama akting coach. Aku suaranya habis teriak-teriak sempet ada satu hari aku susah ngomong. Karena kan peran aku membutuhkan suara yang agak gitu (teriak) ya, terus fisik juga terkuras,"" lanjutnya. Bobby Prasetyo selaku sutradara mengatakan dirinya senang, karena akhirnya film Thaghut sebentar lagi rilis di seluruh bioskop Indonesia. Jadi beberapa ulama sudah menonton filmnya dan judul Thaghut sangat pas,"" jelas Agung. Thaghut hadir dengan konsep cerita yang segar dan berbeda, mengangkat tema ajaran sesat yang berfokus pada seorang dukun sakti bernama Abah Mulya. Didampingi para sahabatnya, Bagas dan Rini, Ainun datang ke Padepokan Abah Mulya untuk bertakziah. Rahmat, adik kandung Ainun yang tinggal di Padepokan telah mengingatkan Ainun namun dia tidak mempercayainya. Ainun makin larut dalam ajaran sesat Abah dan menimbulkan ketakutan pada sahabatnya dan juga warga Padepokan. Bagas dan Rini berusaha mengembalikan kondisi Ainun dan menyelamatkan Rahmat juga Ajeng, istri ketiga Abah.",0.28165144
Angela Lee Gadai 15 Tas Branded Milik FI tapi Nggak Bisa Tebus,"Selebgram Angela Lee jadi tersangka kasus dugaan penggelapan tas Hermes dan Louis Vuitton milik FI. AKBP Rovan Richard mengatakan ada perjanjian dalam proses Angela Lee menggadaikan 15 tas tersebut. Angela Lee diduga tak bisa menebus tas-tas yang sudah digadaikan kepada D. Sesuai dengan perjanjian yang ada, tas-tas yang digadaikan oleh Angela Lee menjadi milik D. ""Makanya setelah dia tidak bisa mengembalikan uang tersebut, D menjual tasnya. Selebgram yang dikenal dengan panggilan Barbie Jowo itu awalnya membeli 15 tas branded dari FI melalui orang lain. Angela Lee baru sekali membayar cicilan dan tak kunjung membayar sisanya. Memang kesepakatannya ada beberapa kali pembayaran. Sehingga korban akhirnya mengalami kerugian 3,2 miliar, jadi diduga uang ini digelapkan oleh tersangka AC atau AL,"" jelasnya.",0.633183
Jerhemy Owen Inisiasi Kegiatan Interaktif Bersama Anak-anak di Bantar Gebang,"Memperingati kemerdekaan Indonesia ke-79, Jerhemy Owen, kreator lingkungan dari Mantappu Corp., mengadakan acara yang melibatkan 30 anak-anak di Bantar Gebang. Semua ini diawali oleh semarak kemerdekaan peringatan HUT RI ke-79, pada tanggal 10 Agustus 2024, Jerhemy menginisiasi sebuah kegiatan bersama anak-anak remaja yang tinggal di Bantar Gebang, Bekasi. Rangkaian acara dimulai dari menyanyikan lagu Indonesia Raya, dilanjutkan dengan perkenalan hingga sesi berbagi oleh Owen. Materi disampaikan dengan cara yang komunikatif dan interaktif. Dalam pelaksanaan acara, Jerhemy Owen dibantu oleh komunitas Teman Baru yang berjumlah kurang lebih 30 orang. Teman Baru berperan sebagai pendamping para peserta. Selama acara, peserta juga mendapat konsumsi yang didukung oleh Healthy Go, dan minuman dari FORE.",0.7595928
"Penampilan Annisa Pohan-AHY Hadiri HUT RI di IKN, Menang Busana Adat Terbaik","Artis Annisa Pohan mendampingi Agus Harimurti Yudhoyono menghadiri Perayaan HUT ke-79 RI di Ibu Kota Nusantara, Kalimantan Timur. Pasangan satu ini memang nggak pernah gagal dalam berbusana. Saat upacara penurunan Merah Putih, Annisa Pohan dan AHY memakai baju adat Bugis dari Sulawesi Selatan. Dia bersama AHY kemudian maju ke depan panggung utama bersama dengan dua undangan terpilih lainnya. Annisa Pohan terlihat total memadukan baju bodo berwarna merah marun dengan perghiasan emas. Menang sebagai busana terbaik, Annisa Pohan dan AHY mendapat hadiah sepeda dari Presiden Jokowi. Jokowi juga menyalami langsung para pemenang busana adat terbaik.",0.913191
